opp_id,lead_id,account_id,rep_id,segment,lead_source,plan,stage,amount,created_date,close_date
OPP-000185,LEAD-000493,ACC-01289,REP-0035,SMB,Partner Referral,SOC2 Starter,Closed Lost,1328.29,2025-11-14,2025-11-22
OPP-000186,LEAD-000500,ACC-01727,REP-0017,SMB,Content Download,SOC2 Starter,Closed Lost,1158.99,2026-01-06,2026-01-21
OPP-000187,LEAD-000501,ACC-00101,REP-0001,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,6731.11,2024-10-12,2024-11-19
OPP-000188,LEAD-000502,ACC-01740,REP-0023,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Proposal,7841.41,2026-05-09,2026-06-30
OPP-000189,LEAD-000503,ACC-00606,REP-0035,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1172.31,2024-07-03,2024-08-14
OPP-000190,LEAD-000506,ACC-01130,REP-0038,SMB,Organic Search,SOC2 Starter,Closed Won,1249.5,2025-11-26,2025-12-22
OPP-000191,LEAD-000507,ACC-00648,REP-0029,SMB,Partner Referral,SOC2 Starter,Closed Lost,1306.39,2026-01-20,2026-02-09
OPP-000192,LEAD-000508,ACC-01427,REP-0031,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Won,5852.91,2025-01-28,2025-03-10
OPP-000193,LEAD-000509,ACC-01368,REP-0007,Mid-Market,G2/Capterra Review,SOC2 + ISO 27001,Closed Lost,2455.45,2024-09-13,2024-10-25
OPP-000194,LEAD-000513,ACC-01383,REP-0008,SMB,Partner Referral,SOC2 Starter,Closed Lost,1186.47,2025-06-25,2025-07-13
OPP-000195,LEAD-000515,ACC-00223,REP-0022,SMB,Paid Search,SOC2 Starter,Closed Lost,1479.17,2025-01-03,2025-01-10
OPP-000196,LEAD-000522,ACC-01590,REP-0032,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1168.24,2025-12-21,2026-01-05
OPP-000197,LEAD-000523,ACC-01647,REP-0031,SMB,Content Download,SOC2 Starter,Closed Lost,1462.02,2025-08-12,2025-09-11
OPP-000198,LEAD-000525,ACC-01707,REP-0007,Enterprise,Security Conference,SOC2 Starter,Closed Lost,1439.52,2025-10-30,2026-03-27
OPP-000199,LEAD-000527,ACC-00321,REP-0016,SMB,Partner Referral,SOC2 Starter,Closed Lost,1051.27,2026-02-14,2026-02-24
OPP-000200,LEAD-000530,ACC-00742,REP-0020,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,2730.36,2024-05-12,2024-06-07
OPP-000201,LEAD-000534,ACC-01216,REP-0027,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1292.74,2025-07-19,2025-08-04
OPP-000202,LEAD-000535,ACC-01555,REP-0012,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1378.71,2025-03-16,2025-03-31
OPP-000203,LEAD-000538,ACC-00467,REP-0012,SMB,Organic Search,SOC2 Starter,Closed Lost,1482.34,2026-02-04,2026-02-27
OPP-000204,LEAD-000539,ACC-01629,REP-0016,Mid-Market,,Enterprise Multi-Framework,Closed Lost,7522.33,2026-01-07,2026-03-08
OPP-000205,LEAD-000544,ACC-00572,REP-0032,Mid-Market,Outbound Prospecting,Enterprise Multi-Framework,Closed Lost,6863.36,2025-03-30,2025-05-27
OPP-000206,LEAD-000545,ACC-01469,REP-0021,Mid-Market,Outbound Prospecting,SOC2 + ISO 27001,Closed Lost,3603.98,2025-10-31,2025-11-25
OPP-000207,LEAD-000547,ACC-01179,REP-0020,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1227.62,2024-10-13,2024-10-20
OPP-000208,LEAD-000548,ACC-01743,REP-0035,SMB,Content Download,SOC2 Starter,Closed Lost,1449.6,2024-11-08,2024-11-23
OPP-000209,LEAD-000550,ACC-00317,REP-0019,SMB,Partner Referral,SOC2 Starter,Closed Lost,1286.94,2025-04-09,2025-05-03
OPP-000210,LEAD-000552,ACC-00038,REP-0031,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,7881.22,2024-10-12,2024-12-01
OPP-000211,LEAD-000556,ACC-00857,REP-0017,Enterprise,Outbound Prospecting,SOC2 + ISO 27001,Negotiation,3049.22,2026-04-09,2026-06-30
OPP-000212,LEAD-000557,ACC-00659,REP-0016,Mid-Market,Partner Referral,SOC2 Starter,Proposal,1323.97,2026-04-29,2026-06-30
OPP-000213,LEAD-000558,ACC-01752,REP-0035,Mid-Market,G2/Capterra Review,Enterprise Multi-Framework,Closed Won,7197.08,2026-02-09,2026-03-08
OPP-000214,LEAD-000559,ACC-00628,REP-0029,SMB,Organic Search,SOC2 Starter,Closed Lost,1394.87,2025-11-25,2025-12-15
OPP-000215,LEAD-000561,ACC-00820,REP-0004,SMB,Content Download,SOC2 Starter,Closed Lost,1344.75,2024-08-31,2024-09-29
OPP-000216,LEAD-000563,ACC-00748,REP-0011,SMB,Partner Referral,SOC2 Starter,Closed Won,1331.51,2025-08-07,2025-08-26
OPP-000217,LEAD-000572,ACC-01329,REP-0040,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,6976.44,2026-01-04,2026-01-31
OPP-000218,LEAD-000573,ACC-01735,REP-0001,SMB,,SOC2 Starter,Closed Lost,1482.97,2026-05-15,2026-06-07
OPP-000219,LEAD-000576,ACC-00653,REP-0037,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1372.4,2025-11-28,2025-12-08
OPP-000220,LEAD-000577,ACC-01503,REP-0014,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1549.36,2024-11-30,2024-12-30
OPP-000221,LEAD-000579,ACC-00994,REP-0003,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1260.48,2024-02-15,2024-03-14
OPP-000222,LEAD-000580,ACC-00986,REP-0008,SMB,,SOC2 Starter,Closed Lost,1476.77,2025-09-15,2025-09-30
OPP-000223,LEAD-000582,ACC-00959,REP-0004,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Won,1214.39,2025-08-19,2025-10-01
OPP-000224,LEAD-000586,ACC-00578,REP-0017,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,7549.02,2024-11-20,2024-12-28
OPP-000225,LEAD-000587,ACC-01799,REP-0035,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1219.91,2026-03-29,2026-04-15
OPP-000226,LEAD-000589,ACC-01291,REP-0014,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,7132.51,2025-01-05,2025-02-10
OPP-000227,LEAD-000590,ACC-00732,REP-0022,SMB,Organic Search,SOC2 Starter,Closed Lost,1275.64,2025-09-11,2025-10-11
OPP-000228,LEAD-000592,ACC-01707,REP-0027,Enterprise,Partner Referral,SOC2 + ISO 27001,Closed Lost,3604.16,2025-08-21,2026-02-02
OPP-000229,LEAD-000593,ACC-00007,REP-0022,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Lost,1441.39,2024-04-30,2024-06-25
OPP-000230,LEAD-000595,ACC-01405,REP-0029,Mid-Market,Partner Referral,SOC2 Starter,Closed Lost,1305.11,2024-01-16,2024-03-06
OPP-000231,LEAD-000597,ACC-01448,REP-0010,Mid-Market,Content Download,Enterprise Multi-Framework,Closed Lost,8101.14,2024-01-25,2024-03-09
OPP-000232,LEAD-000601,ACC-01020,REP-0004,Mid-Market,Organic Search,SOC2 Starter,Closed Lost,1417.11,2026-01-26,2026-03-22
OPP-000233,LEAD-000602,ACC-01322,REP-0028,Enterprise,Security Conference,SOC2 + ISO 27001,Closed Lost,3401.81,2026-01-28,2026-04-28
OPP-000234,LEAD-000603,ACC-01107,REP-0002,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Lost,8084.79,2026-01-21,2026-02-21
OPP-000235,LEAD-000606,ACC-00542,REP-0035,Mid-Market,Compliance Webinar,SOC2 + ISO 27001,Closed Lost,2627.65,2024-10-31,2024-12-31
OPP-000236,LEAD-000607,ACC-00739,REP-0003,SMB,Paid Search,SOC2 Starter,Closed Lost,1453.06,2025-08-16,2025-08-24
OPP-000237,LEAD-000610,ACC-00886,REP-0023,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1272.2,2024-04-11,2024-04-25
OPP-000238,LEAD-000613,ACC-01077,REP-0017,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Won,3090.96,2024-07-30,2024-09-05
OPP-000239,LEAD-000616,ACC-00133,REP-0038,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1251.3,2026-01-19,2026-01-29
OPP-000240,LEAD-000617,ACC-00684,REP-0002,SMB,Content Download,SOC2 Starter,Closed Won,1347.99,2024-04-22,2024-05-20
OPP-000241,LEAD-000619,ACC-00706,REP-0003,SMB,Content Download,SOC2 Starter,Closed Won,1250.63,2024-04-29,2024-05-09
OPP-000242,LEAD-000620,ACC-00976,REP-0034,Enterprise,Organic Search,SOC2 Starter,Closed Lost,1048.87,2024-03-17,2024-08-03
OPP-000243,LEAD-000622,ACC-01372,REP-0003,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Won,6425.53,2024-02-09,2024-04-02
OPP-000244,LEAD-000624,ACC-01510,REP-0038,Enterprise,Paid Search,SOC2 + ISO 27001,Closed Lost,2757.56,2024-09-08,2024-12-03
OPP-000245,LEAD-000625,ACC-00365,REP-0028,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1441.22,2024-07-19,2024-08-13
OPP-000246,LEAD-000627,ACC-01277,REP-0019,SMB,Partner Referral,SOC2 Starter,Closed Won,1224.84,2025-06-12,2025-06-22
OPP-000247,LEAD-000630,ACC-01183,REP-0023,SMB,Partner Referral,SOC2 Starter,Closed Won,1394.9,2025-11-03,2025-11-29
OPP-000248,LEAD-000631,ACC-01173,REP-0020,Enterprise,Compliance Webinar,SOC2 Starter,Closed Lost,1312.9,2025-11-15,2026-01-19
OPP-000249,LEAD-000632,ACC-01134,REP-0030,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1212.9,2024-10-29,2024-11-24
OPP-000250,LEAD-000633,ACC-00715,REP-0007,SMB,Organic Search,SOC2 Starter,Closed Won,1121.83,2026-02-21,2026-03-02
OPP-000251,LEAD-000635,ACC-00473,REP-0037,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1227.78,2025-02-11,2025-03-13
OPP-000252,LEAD-000636,ACC-00886,REP-0028,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,8296.28,2025-09-07,2025-11-03
OPP-000253,LEAD-000642,ACC-00595,REP-0013,Enterprise,Partner Referral,SOC2 + ISO 27001,Closed Lost,3489.47,2025-09-20,2025-12-15
OPP-000254,LEAD-000645,ACC-01385,REP-0019,Mid-Market,Organic Search,SOC2 Starter,Closed Lost,1275.98,2025-01-05,2025-02-27
OPP-000255,LEAD-000646,ACC-00982,REP-0016,SMB,Content Download,SOC2 Starter,Closed Lost,1195.23,2026-01-05,2026-01-21
OPP-000256,LEAD-000647,ACC-01506,REP-0016,SMB,Content Download,SOC2 Starter,Closed Won,1262.22,2024-08-08,2024-08-15
OPP-000257,LEAD-000648,ACC-01619,REP-0009,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Lost,6122.72,2024-01-21,2024-03-31
OPP-000258,LEAD-000651,ACC-00153,REP-0026,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1198.2,2025-01-21,2025-02-02
OPP-000259,LEAD-000652,ACC-00406,REP-0011,Mid-Market,Content Download,SOC2 Starter,Discovery,1170.08,2026-06-01,2026-06-30
OPP-000260,LEAD-000654,ACC-01725,REP-0020,SMB,Paid Search,SOC2 Starter,Closed Lost,1393.13,2024-06-04,2024-07-02
OPP-000261,LEAD-000659,ACC-00295,REP-0026,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1283.2,2024-09-07,2024-10-01
OPP-000262,LEAD-000660,ACC-00493,REP-0033,SMB,Security Conference,SOC2 Starter,Closed Lost,1484.73,2026-02-20,2026-03-20
OPP-000263,LEAD-000662,ACC-00163,REP-0011,SMB,Partner Referral,SOC2 Starter,Closed Won,1283.3,2024-04-21,2024-05-14
OPP-000264,LEAD-000667,ACC-00527,REP-0032,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1048.08,2025-12-06,2025-12-30
OPP-000265,LEAD-000668,ACC-00037,REP-0029,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1342.28,2024-08-02,2024-10-06
OPP-000266,LEAD-000669,ACC-01774,REP-0040,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Lost,2506.42,2025-10-29,2025-12-08
OPP-000267,LEAD-000670,ACC-00649,REP-0032,SMB,Security Conference,SOC2 Starter,Closed Lost,1095.99,2026-05-29,2026-06-12
OPP-000268,LEAD-000671,ACC-00586,REP-0002,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,3395.15,2024-03-20,2024-04-13
OPP-000269,LEAD-000679,ACC-01161,REP-0005,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1154.65,2026-05-22,2026-06-02
OPP-000270,LEAD-000683,ACC-01410,REP-0016,SMB,Paid Search,SOC2 Starter,Closed Won,1216.78,2024-03-09,2024-03-30
OPP-000271,LEAD-000685,ACC-01084,REP-0007,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1213.11,2025-10-01,2025-10-17
OPP-000272,LEAD-000691,ACC-00062,REP-0006,Enterprise,Organic Search,SOC2 Starter,Closed Won,1377.33,2024-05-26,2024-09-10
OPP-000273,LEAD-000696,ACC-00063,REP-0008,SMB,Partner Referral,SOC2 Starter,Closed Lost,1233.66,2026-05-03,2026-06-02
OPP-000274,LEAD-000697,ACC-01728,REP-0015,SMB,Content Download,SOC2 Starter,Closed Lost,1394.98,2025-05-16,2025-05-25
OPP-000275,LEAD-000698,ACC-01483,REP-0005,Mid-Market,Compliance Webinar,SOC2 Starter,Closed Lost,1069.83,2025-03-21,2025-05-24
OPP-000276,LEAD-000700,ACC-00924,REP-0024,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1023.68,2025-07-27,2025-08-17
OPP-000277,LEAD-000704,ACC-00213,REP-0029,SMB,Paid Search,SOC2 Starter,Closed Won,1341.6,2024-10-08,2024-10-21
OPP-000278,LEAD-000706,ACC-01662,REP-0003,SMB,Paid Search,SOC2 Starter,Closed Lost,1072.76,2026-06-02,2026-06-11
OPP-000279,LEAD-000707,ACC-00593,REP-0037,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,7328.5,2025-05-17,2025-07-02
OPP-000280,LEAD-000709,ACC-00324,REP-0011,SMB,Content Download,SOC2 Starter,Closed Won,1550.73,2025-03-05,2025-04-04
OPP-000281,LEAD-000711,ACC-00852,REP-0005,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1477.1,2025-09-20,2025-10-03
OPP-000282,LEAD-000712,ACC-01216,REP-0028,Mid-Market,Outbound Prospecting,SOC2 + ISO 27001,Closed Lost,3457.52,2024-11-20,2024-12-13
OPP-000283,LEAD-000713,ACC-00555,REP-0016,Enterprise,Content Download,SOC2 + ISO 27001,Closed Won,3424.13,2025-01-10,2025-06-11
OPP-000284,LEAD-000715,ACC-00171,REP-0005,SMB,Content Download,SOC2 Starter,Closed Won,1444.54,2025-03-30,2025-04-23
OPP-000285,LEAD-000716,ACC-00621,REP-0022,SMB,Partner Referral,SOC2 Starter,Closed Lost,1150.91,2025-10-12,2025-10-20
OPP-000286,LEAD-000718,ACC-00144,REP-0008,SMB,Organic Search,SOC2 Starter,Closed Lost,1502.9,2024-04-29,2024-05-24
OPP-000287,LEAD-000720,ACC-01665,REP-0027,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,7807.84,2024-08-10,2024-10-22
OPP-000288,LEAD-000722,ACC-01637,REP-0018,SMB,Partner Referral,SOC2 Starter,Closed Lost,1046.83,2024-11-13,2024-12-05
OPP-000289,LEAD-000726,ACC-00671,REP-0017,SMB,Security Conference,SOC2 Starter,Closed Lost,1100.82,2024-06-23,2024-07-16
OPP-000290,LEAD-000735,ACC-00968,REP-0023,SMB,Content Download,SOC2 Starter,Closed Won,1187.19,2025-09-23,2025-09-30
OPP-000291,LEAD-000736,ACC-01772,REP-0017,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1377.98,2024-09-06,2024-09-14
OPP-000292,LEAD-000737,ACC-01418,REP-0033,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1430.44,2025-02-14,2025-03-06
OPP-000293,LEAD-000738,ACC-00692,REP-0017,SMB,Partner Referral,SOC2 Starter,Closed Won,1439.67,2025-06-03,2025-06-13
OPP-000294,LEAD-000739,ACC-00224,REP-0008,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1072.45,2025-02-14,2025-03-02
OPP-000295,LEAD-000741,ACC-00114,REP-0024,Enterprise,Partner Referral,Enterprise Multi-Framework,Closed Lost,7823.1,2024-05-22,2024-07-30
OPP-000296,LEAD-000742,ACC-00677,REP-0023,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1285.63,2024-04-02,2024-04-24
OPP-000297,LEAD-000743,ACC-01124,REP-0025,SMB,Content Download,SOC2 Starter,Closed Won,1176.43,2024-06-18,2024-07-05
OPP-000298,LEAD-000745,ACC-00613,REP-0018,SMB,Partner Referral,SOC2 Starter,Closed Lost,1160.71,2026-01-11,2026-02-10
OPP-000299,LEAD-000747,ACC-00297,REP-0026,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1310.96,2025-11-15,2025-12-07
OPP-000300,LEAD-000748,ACC-01434,REP-0023,SMB,Security Conference,SOC2 Starter,Closed Lost,1142.76,2024-04-08,2024-04-16
OPP-000301,LEAD-000749,ACC-01371,REP-0033,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1241.78,2026-03-02,2026-03-30
OPP-000302,LEAD-000750,ACC-00517,REP-0040,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1053.89,2025-03-10,2025-03-31
OPP-000303,LEAD-000752,ACC-01487,REP-0037,SMB,Content Download,SOC2 Starter,Closed Won,1492.01,2024-12-14,2025-01-11
OPP-000304,LEAD-000753,ACC-00012,REP-0029,SMB,Paid Search,SOC2 Starter,Closed Won,1372.83,2024-03-20,2024-04-08
OPP-000305,LEAD-000756,ACC-00091,REP-0028,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1250.01,2024-09-24,2024-10-18
OPP-000306,LEAD-000758,ACC-01182,REP-0031,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Won,7427.88,2026-01-20,2026-03-23
OPP-000307,LEAD-000759,ACC-00958,REP-0026,SMB,,SOC2 Starter,Closed Lost,1188.96,2024-11-22,2024-12-12
OPP-000308,LEAD-000760,ACC-00249,REP-0030,SMB,,SOC2 Starter,Closed Won,1286.93,2025-10-31,2025-11-09
OPP-000309,LEAD-000762,ACC-00029,REP-0006,SMB,Organic Search,SOC2 Starter,Closed Lost,1429.2,2025-04-06,2025-05-05
OPP-000310,LEAD-000763,ACC-00228,REP-0035,SMB,Security Conference,SOC2 Starter,Closed Lost,1275.56,2025-01-08,2025-01-15
OPP-000311,LEAD-000764,ACC-00513,REP-0012,SMB,Content Download,SOC2 Starter,Closed Lost,1255.87,2025-01-27,2025-02-19
OPP-000312,LEAD-000766,ACC-01085,REP-0028,Mid-Market,Partner Referral,SOC2 + ISO 27001,Negotiation,2919.12,2026-06-12,2026-06-30
OPP-000313,LEAD-000769,ACC-00269,REP-0006,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1115.51,2024-01-25,2024-02-20
OPP-000314,LEAD-000771,ACC-01556,REP-0015,SMB,Paid Search,SOC2 Starter,Closed Won,1130.86,2024-02-07,2024-02-23
OPP-000315,LEAD-000773,ACC-01301,REP-0038,SMB,Content Download,SOC2 Starter,Closed Won,1534.11,2024-10-08,2024-10-19
OPP-000316,LEAD-000774,ACC-01527,REP-0024,SMB,Security Conference,SOC2 Starter,Closed Won,1248.33,2026-04-25,2026-05-21
OPP-000317,LEAD-000778,ACC-01698,REP-0030,SMB,Organic Search,SOC2 Starter,Closed Won,1302.89,2024-04-29,2024-05-14
OPP-000318,LEAD-000779,ACC-01181,REP-0007,Mid-Market,Compliance Webinar,Enterprise Multi-Framework,Closed Won,7233.19,2025-07-06,2025-09-07
OPP-000319,LEAD-000780,ACC-00549,REP-0019,Mid-Market,Partner Referral,SOC2 + ISO 27001,Closed Lost,3124.53,2025-08-10,2025-09-28
OPP-000320,LEAD-000782,ACC-01736,REP-0035,SMB,Paid Search,SOC2 Starter,Closed Won,1438.07,2025-11-25,2025-12-19
OPP-000321,LEAD-000786,ACC-00701,REP-0026,SMB,Compliance Webinar,SOC2 Starter,Closed Won,1071.86,2025-04-16,2025-04-27
OPP-000322,LEAD-000792,ACC-00030,REP-0036,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1464.85,2025-04-23,2025-05-17
OPP-000323,LEAD-000793,ACC-00079,REP-0005,SMB,Content Download,SOC2 Starter,Closed Won,1045.52,2025-03-01,2025-03-20
OPP-000324,LEAD-000794,ACC-01339,REP-0026,Enterprise,Paid Search,SOC2 + ISO 27001,Closed Won,3548.12,2026-01-31,2026-05-29
OPP-000325,LEAD-000797,ACC-01268,REP-0023,Mid-Market,Content Download,SOC2 + ISO 27001,Closed Won,3512.75,2026-01-22,2026-02-17
OPP-000326,LEAD-000799,ACC-01543,REP-0005,SMB,Outbound Prospecting,SOC2 Starter,Closed Won,1329.17,2025-12-04,2025-12-24
OPP-000327,LEAD-000801,ACC-01794,REP-0023,Mid-Market,Security Conference,Enterprise Multi-Framework,Closed Lost,6089.12,2025-04-05,2025-06-19
OPP-000328,LEAD-000803,ACC-01753,REP-0004,SMB,Security Conference,SOC2 Starter,Closed Won,1485.33,2024-04-10,2024-04-21
OPP-000329,LEAD-000804,ACC-01052,REP-0032,SMB,G2/Capterra Review,SOC2 Starter,Closed Won,1100.01,2025-10-13,2025-10-26
OPP-000330,LEAD-000806,ACC-00669,REP-0018,Mid-Market,G2/Capterra Review,SOC2 Starter,Closed Lost,1229.09,2024-09-12,2024-10-04
OPP-000331,LEAD-000807,ACC-00550,REP-0002,SMB,Security Conference,SOC2 Starter,Closed Lost,1270.07,2024-01-24,2024-02-19
OPP-000332,LEAD-000811,ACC-00419,REP-0036,SMB,Security Conference,SOC2 Starter,Closed Lost,1513.97,2025-03-30,2025-04-21
OPP-000333,LEAD-000812,ACC-01303,REP-0019,Enterprise,Content Download,Enterprise Multi-Framework,Closed Lost,5538.06,2024-04-23,2024-06-29
OPP-000334,LEAD-000813,ACC-00798,REP-0021,Mid-Market,Outbound Prospecting,SOC2 Starter,Closed Lost,1479.89,2024-09-07,2024-10-15
OPP-000335,LEAD-000815,ACC-01547,REP-0037,SMB,Security Conference,SOC2 Starter,Closed Won,1252.52,2025-03-03,2025-03-17
OPP-000336,LEAD-000820,ACC-00462,REP-0021,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Won,7306.97,2025-11-03,2026-01-07
OPP-000337,LEAD-000821,ACC-01747,REP-0032,SMB,Partner Referral,SOC2 Starter,Closed Lost,1478.52,2024-04-09,2024-04-17
OPP-000338,LEAD-000827,ACC-00502,REP-0031,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Won,2969.02,2024-06-07,2024-08-05
OPP-000339,LEAD-000835,ACC-01251,REP-0004,SMB,Organic Search,SOC2 Starter,Closed Lost,1463.58,2025-04-15,2025-05-12
OPP-000340,LEAD-000836,ACC-00119,REP-0017,Mid-Market,Paid Search,Enterprise Multi-Framework,Closed Lost,7212.58,2026-03-12,2026-04-01
OPP-000341,LEAD-000837,ACC-00328,REP-0030,Mid-Market,Partner Referral,SOC2 Starter,Closed Won,1022.37,2024-02-03,2024-03-10
OPP-000342,LEAD-000838,ACC-01573,REP-0004,SMB,Organic Search,SOC2 Starter,Closed Won,1481.3,2024-10-04,2024-10-21
OPP-000343,LEAD-000839,ACC-01277,REP-0035,Mid-Market,Organic Search,SOC2 Starter,Closed Lost,1507.57,2025-08-03,2025-09-23
OPP-000344,LEAD-000842,ACC-01041,REP-0001,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1033.16,2024-07-13,2024-08-06
OPP-000345,LEAD-000843,ACC-00328,REP-0033,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,2586.38,2024-11-06,2024-12-28
OPP-000346,LEAD-000848,ACC-00645,REP-0015,Mid-Market,Organic Search,Enterprise Multi-Framework,Closed Lost,6580.13,2025-10-20,2025-11-09
OPP-000347,LEAD-000849,ACC-00655,REP-0024,SMB,Security Conference,SOC2 Starter,Closed Lost,1156.56,2025-02-20,2025-02-28
OPP-000348,LEAD-000850,ACC-00166,REP-0006,Mid-Market,Security Conference,SOC2 + ISO 27001,Closed Lost,2396.96,2025-05-09,2025-07-03
OPP-000349,LEAD-000852,ACC-00741,REP-0008,SMB,Compliance Webinar,SOC2 Starter,Closed Lost,1085.0,2026-02-13,2026-02-26
OPP-000350,LEAD-000856,ACC-01087,REP-0018,SMB,Organic Search,SOC2 Starter,Closed Lost,1070.0,2025-05-28,2025-06-06
OPP-000351,LEAD-000860,ACC-00593,REP-0007,Enterprise,G2/Capterra Review,SOC2 Starter,Closed Lost,1286.01,2024-09-26,2025-02-24
OPP-000352,LEAD-000863,ACC-01295,REP-0003,Mid-Market,Paid Search,SOC2 + ISO 27001,Closed Won,3111.4,2025-02-22,2025-04-30
OPP-000353,LEAD-000864,ACC-01716,REP-0014,SMB,Content Download,SOC2 Starter,Closed Won,1239.87,2024-01-20,2024-02-02
OPP-000354,LEAD-000867,ACC-01280,REP-0010,Mid-Market,Partner Referral,Enterprise Multi-Framework,Closed Lost,6300.79,2025-03-26,2025-05-20
OPP-000355,LEAD-000869,ACC-00464,REP-0033,SMB,Security Conference,SOC2 Starter,Closed Won,1326.37,2026-03-10,2026-03-31
OPP-000356,LEAD-000873,ACC-00309,REP-0024,SMB,G2/Capterra Review,SOC2 Starter,Closed Lost,1222.76,2025-08-26,2025-09-07
OPP-000357,LEAD-000874,ACC-00105,REP-0024,SMB,Partner Referral,SOC2 Starter,Closed Lost,1257.03,2024-12-01,2024-12-21
OPP-000358,LEAD-000876,ACC-00305,REP-0020,SMB,Organic Search,SOC2 Starter,Closed Won,1476.47,2026-01-26,2026-02-05
OPP-000359,LEAD-000877,ACC-01261,REP-0006,SMB,Outbound Prospecting,SOC2 Starter,Closed Lost,1459.61,2024-08-07,2024-08-18
OPP-000360,LEAD-000881,ACC-01163,REP-0015,SMB,Paid Search,SOC2 Starter,Closed Won,1122.43,2024-01-17,2024-02-06
OPP-000361,LEAD-000882,ACC-00610,REP-0014,Mid-Market,Paid Search,SOC2 Starter,Closed Lost,1375.21,2024-11-30,2025-01-11
OPP-000362,LEAD-000884,ACC-01514,REP-0021,Mid-Market,Organic Search,SOC2 + ISO 27001,Closed Lost,3075.42,2025-06-28,2025-08-25
OPP-000363,LEAD-000885,ACC-00241,REP-0024,SMB,Organic Search,SOC2 Starter,Closed Lost,1555.81,2025-10-27,2025-11-04
OPP-000364,LEAD-000886,ACC-00602,REP-0025,Enterprise,Organic Search,SOC2 Starter,Closed Lost,1308.42,2024-10-10,2025-03-20
OPP-000365,LEAD-000887,ACC-01265,REP-0036,SMB,Content Download,SOC2 Starter,Closed Lost,1143.26,2025-10-25,2025-11-19
